,country,iso,yearstart,yearend,region,subregion,numberofabortions,abortionrate,perc_p_ending_in_a,spontaneous,datatype,datasource,complete,classification,modelused,marriedonly,notes
427,Belarus,112.0,2003,2003,Europe and Northern America,Eastern Europe,80200.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
428,Belarus,112.0,2003,2003,Europe and Northern America,Eastern Europe,80174.0,,,Yes,Official Statistics,UNSD,Complete,,,,
429,Belarus,112.0,2004,2004,Europe and Northern America,Eastern Europe,71700.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
430,Belarus,112.0,2004,2004,Europe and Northern America,Eastern Europe,71700.0,,,Yes,Official Statistics,UNSD,Complete,,,,
431,Belarus,112.0,2005,2005,Europe and Northern America,Eastern Europe,64700.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
432,Belarus,112.0,2005,2005,Europe and Northern America,Eastern Europe,64655.0,,,Yes,Official Statistics,UNSD,Complete,,,,
433,Belarus,112.0,2006,2006,Europe and Northern America,Eastern Europe,58516.0,,,Yes,Official Statistics,UNSD,Complete,,,,
434,Belarus,112.0,2006,2006,Europe and Northern America,Eastern Europe,58500.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
435,Belarus,112.0,2007,2007,Europe and Northern America,Eastern Europe,46300.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
436,Belarus,112.0,2007,2007,Europe and Northern America,Eastern Europe,46285.0,,,Yes,Official Statistics,UNSD,Complete,,,,
437,Belarus,112.0,2008,2008,Europe and Northern America,Eastern Europe,42200.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
438,Belarus,112.0,2008,2008,Europe and Northern America,Eastern Europe,35273.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
439,Belarus,112.0,2008,2008,Europe and Northern America,Eastern Europe,42197.0,,,Yes,Official Statistics,UNSD,Complete,,,,
440,Belarus,112.0,2009,2009,Europe and Northern America,Eastern Europe,36000.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
441,Belarus,112.0,2009,2009,Europe and Northern America,Eastern Europe,30050.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
442,Belarus,112.0,2009,2009,Europe and Northern America,Eastern Europe,35967.0,,,Yes,Official Statistics,UNSD,Complete,,,,
443,Belarus,112.0,2010,2010,Europe and Northern America,Eastern Europe,27700.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
444,Belarus,112.0,2010,2010,Europe and Northern America,Eastern Europe,33300.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
445,Belarus,112.0,2010,2010,Europe and Northern America,Eastern Europe,33262.0,,,Yes,Official Statistics,UNSD,Complete,,,,
446,Belarus,112.0,2011,2011,Europe and Northern America,Eastern Europe,32000.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
447,Belarus,112.0,2011,2011,Europe and Northern America,Eastern Europe,32031.0,,,Yes,Official Statistics,UNSD,Complete,,,,
448,Belarus,112.0,2011,2011,Europe and Northern America,Eastern Europe,26397.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
449,Belarus,112.0,2012,2012,Europe and Northern America,Eastern Europe,22997.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
450,Belarus,112.0,2012,2012,Europe and Northern America,Eastern Europe,28600.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
451,Belarus,112.0,2012,2012,Europe and Northern America,Eastern Europe,28628.0,,,Yes,Official Statistics,UNSD,Complete,,,,
452,Belarus,112.0,2012,2012,Europe and Northern America,Eastern Europe,22997.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
453,Belarus,112.0,2013,2013,Europe and Northern America,Eastern Europe,31200.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
454,Belarus,112.0,2013,2013,Europe and Northern America,Eastern Europe,25344.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
455,Belarus,112.0,2013,2013,Europe and Northern America,Eastern Europe,31206.0,,,Yes,Official Statistics,UNSD,Complete,,,,
456,Belarus,112.0,2013,2013,Europe and Northern America,Eastern Europe,25309.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
457,Belarus,112.0,2014,2014,Europe and Northern America,Eastern Europe,29800.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
458,Belarus,112.0,2014,2014,Europe and Northern America,Eastern Europe,29797.0,,,Yes,Official Statistics,UNSD,Complete,,,,
459,Belarus,112.0,2014,2014,Europe and Northern America,Eastern Europe,24750.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
460,Belarus,112.0,2015,2015,Europe and Northern America,Eastern Europe,24475.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
461,Belarus,112.0,2015,2015,Europe and Northern America,Eastern Europe,29200.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
462,Belarus,112.0,2015,2015,Europe and Northern America,Eastern Europe,29217.0,,,Yes,Official Statistics,UNSD,Complete,,,,
463,Belarus,112.0,2016,2016,Europe and Northern America,Eastern Europe,22828.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
464,Belarus,112.0,2016,2016,Europe and Northern America,Eastern Europe,27500.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
465,Belarus,112.0,2016,2016,Europe and Northern America,Eastern Europe,27467.0,,,Yes,Official Statistics,UNSD,Complete,,,,
466,Belarus,112.0,2017,2017,Europe and Northern America,Eastern Europe,20997.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
467,Cambodia,116.0,2005,2005,East and Southeastern Asia,South-Eastern Asia,68066.0,21.0,,No,Survey,Fetters and Samandari 2015,,,Yes,All women,
468,Cambodia,116.0,2010,2010,East and Southeastern Asia,South-Eastern Asia,103319.0,28.0,,No,Survey,Fetters and Samandari 2015,,,Yes,All women,
469,Cambodia,116.0,2010,2010,East and Southeastern Asia,South-Eastern Asia,,20.4,,No,Survey,Chae et al 2017a,,,Yes,All women,
470,Canada,124.0,1990,1990,Europe and Northern America,North America,92901.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
471,Canada,124.0,1990,1990,Europe and Northern America,North America,71092.0,,,No,Official Statistics,UNSD,Incomplete,Outlier,,,
472,Canada,124.0,1991,1991,Europe and Northern America,North America,95059.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
473,Canada,124.0,1991,1991,Europe and Northern America,North America,70277.0,,,No,Official Statistics,UNSD,Incomplete,Outlier,,,
474,Canada,124.0,1992,1992,Europe and Northern America,North America,70408.0,,,No,Official Statistics,UNSD,Incomplete,Outlier,,,
475,Canada,124.0,1992,1992,Europe and Northern America,North America,102085.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
476,Canada,124.0,1993,1993,Europe and Northern America,North America,104403.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
477,Canada,124.0,1993,1993,Europe and Northern America,North America,104403.0,,,No,Official Statistics,UNSD,Complete,,,,
478,Canada,124.0,1994,1994,Europe and Northern America,North America,106255.0,,,No,Official Statistics,UNSD,Complete,,,,
479,Canada,124.0,1994,1994,Europe and Northern America,North America,105917.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
480,Canada,124.0,1995,1995,Europe and Northern America,North America,108248.0,,,No,Official Statistics,UNSD,Complete,,,,
481,Canada,124.0,1995,1995,Europe and Northern America,North America,106700.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
482,Canada,124.0,1995,1995,Europe and Northern America,North America,107789.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
483,Canada,124.0,1996,1996,Europe and Northern America,North America,111659.0,,,No,Official Statistics,UNSD,Complete,,,,
484,Canada,124.0,1996,1996,Europe and Northern America,North America,111358.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
485,Canada,124.0,1997,1997,Europe and Northern America,North America,111709.0,,,No,Official Statistics,UNSD,Complete,,,,
486,Canada,124.0,1997,1997,Europe and Northern America,North America,111416.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
487,Canada,124.0,1998,1998,Europe and Northern America,North America,110331.0,,,No,Official Statistics,UNSD,Complete,,,,
488,Canada,124.0,1998,1998,Europe and Northern America,North America,110034.0,,,No,Official Statistics,Statistics Canada,Complete,,Yes,,
489,Canada,124.0,1999,1999,Europe and Northern America,North America,105666.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
490,Canada,124.0,1999,1999,Europe and Northern America,North America,105435.0,,,No,Official Statistics,Statistics Canada,Incomplete,Acknowledged incomplete,Yes,,
491,Canada,124.0,2000,2000,Europe and Northern America,North America,105427.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
492,Canada,124.0,2000,2000,Europe and Northern America,North America,105212.0,,,No,Official Statistics,Statistics Canada,Incomplete,Acknowledged incomplete,Yes,,
493,Canada,124.0,2001,2001,Europe and Northern America,North America,106418.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
494,Canada,124.0,2001,2001,Europe and Northern America,North America,106243.0,,,No,Official Statistics,Statistics Canada,Incomplete,Acknowledged incomplete,Yes,,
495,Canada,124.0,2002,2002,Europe and Northern America,North America,105383.0,,,No,Official Statistics,Statistics Canada,Incomplete,Acknowledged incomplete,Yes,,Excludes Nunavut
496,Canada,124.0,2002,2002,Europe and Northern America,North America,105154.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
497,Canada,124.0,2003,2003,Europe and Northern America,North America,103768.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
498,Canada,124.0,2003,2003,Europe and Northern America,North America,104099.0,,,No,Official Statistics,Statistics Canada,Incomplete,Acknowledged incomplete,Yes,,Excludes Nunavut
499,Canada,124.0,2004,2004,Europe and Northern America,North America,100763.0,,,No,Official Statistics,Statistics Canada,Incomplete,Acknowledged incomplete,Yes,,
500,Canada,124.0,2004,2004,Europe and Northern America,North America,100039.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
501,Canada,124.0,2005,2005,Europe and Northern America,North America,96815.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
502,Canada,124.0,2005,2005,Europe and Northern America,North America,97254.0,,,No,Official Statistics,Statistics Canada,Incomplete,Acknowledged incomplete,Yes,,
503,Canada,124.0,2006,2006,Europe and Northern America,North America,91377.0,,,No,Official Statistics,Statistics Canada,Incomplete,Acknowledged incomplete,Yes,,"Missing clinic data for New Brunswick, Manitoba, or British Columbia"
504,Canada,124.0,2006,2006,Europe and Northern America,North America,91310.0,,,No,Official Statistics,UNSD,Incomplete,Acknowledged incomplete,,,
505,Canada,124.0,2007,2007,Europe and Northern America,North America,98697.0,,,No,Official Statistics,Canadian Institute for Health Information,Incomplete,Acknowledged incomplete,Yes,,
506,Canada,124.0,2008,2008,Europe and Northern America,North America,95847.0,,,No,Official Statistics,Canadian Institute for Health Information,Incomplete,Acknowledged incomplete,Yes,,
507,Canada,124.0,2009,2009,Europe and Northern America,North America,93738.0,,,No,Official Statistics,Canadian Institute for Health Information,Incomplete,Acknowledged incomplete,Yes,,Missing clinic data for British Columbia
508,Canada,124.0,2010,2010,Europe and Northern America,North America,90742.0,,,No,Official Statistics,Canadian Institute for Health Information,Incomplete,Acknowledged incomplete,Yes,,Missing clinic data for British Columbia
509,Canada,124.0,2011,2011,Europe and Northern America,North America,108837.0,,,No,Official Statistics,Canadian Institute for Health Information,Complete,,Yes,,
510,Canada,124.0,2012,2012,Europe and Northern America,North America,100952.0,,,No,Official Statistics,Canadian Institute for Health Information,Complete,,Yes,,Missing clinic data for British Columbia
511,Canada,124.0,2013,2013,Europe and Northern America,North America,102442.0,,,No,Official Statistics,Canadian Institute for Health Information,Complete,,Yes,,"Missing clinic data for British Columbia, Newfoundland, and Labrador"
512,Canada,124.0,2014,2014,Europe and Northern America,North America,100187.0,,,No,Official Statistics,Canadian Institute for Health Information,Complete,,Yes,,"Missing clinic data for British Columbia, Newfoundland, and Labrador"
513,Canada,124.0,2015,2015,Europe and Northern America,North America,100089.0,,,No,Official Statistics,Canadian Institute for Health Information,Complete,,Yes,,
514,Canada,124.0,2016,2016,Europe and Northern America,North America,97748.0,,,No,Official Statistics,Canadian Institute for Health Information,Complete,,Yes,,
515,Canada,124.0,2017,2017,Europe and Northern America,North America,94007.0,,,No,Official Statistics,Canadian Institute for Health Information,Complete,,Yes,,Missing clinic data for British Columbia ad hospital data for Nunavut
516,Chile,152.0,1990,1990,Latin America,South America,159644.0,45.4,,No,Study,Singh and Wulf 1994,,,Yes,All women,
517,Chile,152.0,1990,1990,Latin America,South America,29.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
518,Chile,152.0,1991,1991,Latin America,South America,67.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
519,Chile,152.0,1993,1993,Latin America,South America,39932.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
520,Chile,152.0,1996,1996,Latin America,South America,36709.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
521,Chile,152.0,1998,1998,Latin America,South America,1161.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
522,Chile,152.0,1999,1999,Latin America,South America,1080.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
523,Chile,152.0,2000,2000,Latin America,South America,1116.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
524,Chile,152.0,2001,2001,Latin America,South America,1278.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
525,Chile,152.0,2002,2002,Latin America,South America,1197.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
526,Chile,152.0,2003,2003,Latin America,South America,1404.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
527,Chile,152.0,2004,2004,Latin America,South America,1510.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
528,Chile,152.0,2005,2005,Latin America,South America,1841.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
529,Chile,152.0,2006,2006,Latin America,South America,33145.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
530,Chile,152.0,2007,2007,Latin America,South America,32532.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
531,Chile,152.0,2008,2008,Latin America,South America,33428.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
532,Chile,152.0,2009,2009,Latin America,South America,33777.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
533,Chile,152.0,2010,2010,Latin America,South America,31933.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
534,Chile,152.0,2011,2011,Latin America,South America,30860.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
535,Chile,152.0,2012,2012,Latin America,South America,30594.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
536,Chile,152.0,2013,2013,Latin America,South America,30470.0,,,Yes,Official Statistics,Government of Chile Ministry of Health,Incomplete,Abortion restricted,Yes,,
